"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000013415.9",9.9982428983925,-5.48068941458379,1.62171111826217,-3.37957195511917,0.00072598800714999,0.0152141834541867
"ENSMUSG00000028364.15",15.3539850786898,3.68819537761592,0.943790081601343,3.90785562331626,9.31189206063515e-05,0.00288382172604091
"ENSMUSG00000064340.1",227.497668236978,1.68376720443849,0.434352045056949,3.87650345750699,0.000105968304821944,0.00300451311318688
"ENSMUSG00000064345.1",110.017772264085,2.27166683268874,0.66089998254827,3.43723239926524,0.000587691119107178,0.014163355970483
"ENSMUSG00000064452.1",27.2253751362673,-5.13389043251315,1.58041714821273,-3.24844009590695,0.00116039639626817,0.0223724425200503
"ENSMUSG00000064545.1",437.580953803539,-5.7550789507425,1.03181168952007,-5.57764465085619,2.43797035308555e-08,1.95850285031206e-06
"ENSMUSG00000064720.1",328.791590922629,-7.58565886268164,1.50230335920161,-5.04935226046021,4.4331062475448e-07,2.93451778452831e-05
"ENSMUSG00000064726.1",233.842849322865,-4.77311332924616,1.00437896687356,-4.75230315117406,2.01112533883463e-06,9.69362413318292e-05
"ENSMUSG00000064899.1",649.208940807284,-1.35738978523626,0.459939432687953,-2.95123594274898,0.0031650504245087,0.0456963339413348
"ENSMUSG00000064917.1",109.723649392053,1.6640299627529,0.541421799579695,3.07344470437778,0.00211602898698397,0.0360466794732682
"ENSMUSG00000065022.1",484.361974173071,-6.15003285102104,0.728739586702421,-8.4392737313067,3.19315495970352e-17,7.69550345288548e-15
"ENSMUSG00000065219.1",14248.1717707869,0.836398065898667,0.266055984706752,3.14369198204863,0.00166830942193881,0.0309278900528655
"ENSMUSG00000065405.3",13.3897960734654,3.68020509044644,0.85199400028657,4.31951996047929,1.56368965856691e-05,0.000538356011020895
"ENSMUSG00000065423.1",18.5836172754276,3.31208557936708,0.720343672860207,4.5979241633595,4.26721253090024e-06,0.000171399703324493
"ENSMUSG00000065456.1",19.3503938001947,-4.86706767324499,1.6523234937054,-2.94559006864352,0.00322339285063357,0.0456963339413348
"ENSMUSG00000065565.1",81.0661026031923,3.29409326413763,0.543735238869321,6.05826701794715,1.37595855628624e-09,1.32642404825993e-07
"ENSMUSG00000065749.1",355.668632014359,-5.40962932181028,0.523899669277016,-10.3256971497531,5.39256294456342e-25,2.59921533927957e-22
"ENSMUSG00000070076.2",12.4519516139675,-5.49303753932165,1.6154190165608,-3.40037939569156,0.000672924136877501,0.0147431560897707
"ENSMUSG00000070101.1",36.7451137067885,-7.20948860338148,1.53715434417132,-4.69015270374043,2.73001231266096e-06,0.000119624175882053
"ENSMUSG00000070348.5",13.2230604298682,3.07452011009879,1.00014425797196,3.0740766500356,0.00211155173329079,0.0360466794732682
"ENSMUSG00000076052.1",10.8293389500395,-5.10506191600549,1.67662831542182,-3.04483818449715,0.00232805529580203,0.0374040884192193
"ENSMUSG00000076252.1",78.4928448194531,-8.81320883806899,1.75957391376483,-5.00871760437277,5.47939005409851e-07,2.93451778452831e-05
"ENSMUSG00000077345.1",1612.51889473215,1.436122875559,0.317850654697643,4.51823161077054,6.23582517175114e-06,0.000231205210214158
"ENSMUSG00000077734.1",16903.157333581,0.988535886113841,0.253394660639648,3.90117093871854,9.57285220262543e-05,0.00288382172604091
"ENSMUSG00000077756.1",683.442311962002,0.917234476221918,0.299154498452316,3.0660895322225,0.00216878361976095,0.0360466794732682
"ENSMUSG00000078035.1",537.493481702068,-7.52749281463163,1.50162215662173,-5.01290739580362,5.36137031026484e-07,2.93451778452831e-05
"ENSMUSG00000078041.1",270.142705372776,-5.5730757796598,1.87268751138776,-2.9759774365825,0.00292056349134012,0.0439909875883105
"ENSMUSG00000084487.1",255.747071917803,-4.5138462696531,0.690164683870911,-6.54024521268807,6.14180474310012e-11,7.40087471543565e-09
"ENSMUSG00000089317.1",99.993270954955,-2.52531554510801,0.737554963608764,-3.4239014984754,0.000617289911907686,0.0141682732161669
"ENSMUSG00000093178.1",12378.4188848717,1.01305188650752,0.307724931107693,3.29206958585031,0.000994530007215785,0.019973477644917
"ENSMUSG00000094655.1",343.023958627124,1.15789468515083,0.384864608270603,3.00857667935186,0.00262474557021966,0.0408105601563187
"ENSMUSG00000097451.11",714.522915517335,-3.04546264887822,0.406875938366687,-7.48499078393171,7.15521573467796e-14,1.14960466137159e-11
"ENSMUSG00000101939.1",272.648403948295,2.39694170513897,0.664230758022475,3.6085978798619,0.000307856363458655,0.00824370928817064
"ENSMUSG00000105849.1",11.4792335309005,-5.77455728207687,1.61433631654132,-3.57704725025868,0.000347497378880493,0.0088154598221262
